l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄┄net/eno1┄,┄┄net/ib0┄┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node27-010.cm.cluster,16-04-2023,14:40:18
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node27-010.cm.cluster,16-04-2023,14:40:18
l:2,41,5,54,0,0,362000,3311000,0,0,0,0,776,2600,2631000000,0,0,122000000000,5804,3071,0,0,2,0,0,2,Apr-16,14:40:18,0,16-04-2023,14:40:18
l:3,0,0,100,0,0,0,0,114000,18000,0,0,0,0,2634000000,0,0,122000000000,263,286,0,0,3,0,0,2,Apr-16,14:40:19,0,16-04-2023,14:40:19
l:4,0,0,100,0,0,0,0,200000,15000,0,0,0,0,2634000000,0,0,122000000000,402,370,0,0,3,0,0,2,Apr-16,14:40:20,0,16-04-2023,14:40:20
l:5,0,0,100,0,0,0,0,124000,59648,0,0,0,0,2635000000,0,0,122000000000,293,290,0,0,0,0,0,2,Apr-16,14:40:21,0,16-04-2023,14:40:21
l:6,0,0,100,0,0,0,0,75000,43776,0,0,0,0,2635000000,0,0,122000000000,221,229,0,0,3,0,0,2,Apr-16,14:40:22,0,16-04-2023,14:40:22
l:7,0,0,100,0,0,0,0,127000,52000,0,0,0,0,2635000000,0,0,122000000000,306,307,0,0,4,0,0,2,Apr-16,14:40:23,0,16-04-2023,14:40:23
l:8,0,0,100,0,0,0,0,129000,8448,20992,0,0,0,2635000000,0,0,122000000000,303,292,0,0,3,0,0,2,Apr-16,14:40:24,0,16-04-2023,14:40:24
l:9,0,0,100,0,0,0,0,99000,8448,0,0,0,0,2635000000,0,0,122000000000,282,266,0,0,3,0,0,2,Apr-16,14:40:25,0,16-04-2023,14:40:25
l:10,0,0,100,0,0,0,0,145000,26112,0,0,0,0,2635000000,0,0,122000000000,284,261,0,0,0,0,0,2,Apr-16,14:40:26,0,16-04-2023,14:40:26
l:11,0,0,99,0,0,0,0,158000,193000,0,0,0,0,2635000000,0,0,122000000000,3062,3793,0,0,3,0,0,2,Apr-16,14:40:27,0,16-04-2023,14:40:27
l:12,0,0,100,0,0,0,0,125000,76000,0,0,0,0,2633000000,0,0,122000000000,1146,3105,0,0,3,0,0,2,Apr-16,14:40:28,0,16-04-2023,14:40:28
l:13,0,0,100,0,0,0,0,101000,8448,0,0,0,0,2633000000,0,0,122000000000,298,319,0,0,3,0,0,2,Apr-16,14:40:29,0,16-04-2023,14:40:29
l:14,0,0,100,0,0,0,0,129000,8448,0,0,0,0,2634000000,0,0,122000000000,256,229,0,0,3,0,0,2,Apr-16,14:40:30,0,16-04-2023,14:40:30
l:15,0,0,100,0,0,0,0,108000,26112,0,0,0,0,2634000000,0,0,122000000000,256,232,0,0,0,0,0,2,Apr-16,14:40:31,0,16-04-2023,14:40:31
l:16,0,0,100,0,0,0,0,129000,46464,0,0,0,0,2633000000,0,0,122000000000,299,286,0,0,3,0,0,2,Apr-16,14:40:32,0,16-04-2023,14:40:32
l:17,0,0,100,0,0,0,0,116000,102000,0,0,0,0,2633000000,0,0,122000000000,333,302,0,0,3,0,0,2,Apr-16,14:40:33,0,16-04-2023,14:40:33
l:18,0,0,100,0,0,0,0,120000,8448,0,0,0,0,2633000000,0,0,122000000000,272,226,0,0,3,0,0,2,Apr-16,14:40:34,0,16-04-2023,14:40:34
l:19,0,0,100,0,0,0,0,103000,8448,0,0,0,0,2633000000,0,0,122000000000,264,212,0,0,3,0,0,2,Apr-16,14:40:35,0,16-04-2023,14:40:35
